ID,Name,Phone,Rate,Price,Zipcode,State,City,Address,Delivery,Takeout
2438,Ruth's Chris Steak House,(818) 227-9505,4,0,91367,CA,Los Angeles,6100 Topanga Canyon Blvd,No,No
2439,Lukshon,(310) 202-6808,3.9,0,90034,CA,Culver City,3239 Helms Avenue,No,No
2440,Flore Vegan Cuisine,(323) 953-0611,4.4,0,90026,CA,Los Angeles,3818 W Sunset Blvd,No,No
2441,Soot Bull Jeep,(213) 387-3865,4,0,90005,CA,Los Angeles,3136 W 8th St,No,No
2442,Park's BBQ,(213) 380-1717,4,0,90006,CA,Los Angeles,955 S Vermont Ave,No,No
2443,Firefly,(818) 762-1833,4.1,0,91604,CA,Los Angeles,11720 Ventura Blvd,No,No
2444,Blue Dog Beer Tavern,(818) 990-2583,3.7,0,91403,CA,Los Angeles,4524 Saugus Ave.,No,No
2445,Toi on Sunset,(323) 874-8062,3.9,0,90046,CA,Los Angeles,7505 W Sunset Blvd,No,No
2446,Engine Co. No. 28,(213) 624-6996,4,0,90017,CA,Los Angeles,644 S Figueroa St,No,No
2447,Hard Rock Cafe,(323) 464-7625,3.5,0,90028,CA,Los Angeles,6801 Hollywood Blvd,No,No
2448,Iroha,(818) 990-9559,4.1,0,91604,CA,Studio City,12953 Ventura Blvd,No,No
2449,Native Foods Cafe,(310) 209-1055,4.3,0,90024,CA,Los Angeles,1114 Gayley Ave,Yes,Yes
2450,Guisados,(323) 264-7201,4.1,0,90033,CA,Los Angeles,2100 E. Cesar E Chavez Ave.,No,No
2451,Simplethings Sandwich & Pie Shop,(323) 592-3390,3.7,0,90048,CA,Los Angeles,8310 W Third Street,Yes,Yes
2452,El Coyote,(323) 939-2255,3.6,0,90036,CA,Los Angeles,7312 Beverly Blvd,No,No
2453,High Rooftop Lounge,(424) 214-1050,4.2,0,90291,CA,Los Angeles,1697 Pacific Ave,No,No
2454,N/Naka,(310) 836-6252,3.4,0,90034,CA,Los Angeles,3455 S Overland Ave,No,No
2455,Cheebo,(323) 850-7070,3.8,0,90046,CA,Los Angeles,7533 W Sunset Blvd,Yes,No
2456,Border Grill,(213) 486-5171,3.9,0,90071,CA,Los Angeles,445 S Figueroa St,Yes,No
2457,Versailles,(310) 289-0392,4,0,90035,CA,Los Angeles,1415 S La Cienega Blvd,No,No
2458,Pinches Tacos,(323) 650-0614,4.1,0,90046,CA,West Hollywood,8200 W Sunset Blvd,Yes,No
2459,Gardens of Taxco,(323) 654-1746,4.2,0,90046,CA,West Hollywood,1113 N Harper Ave,Yes,Yes
2460,Ruth's Chris Steak House,(310) 859-8744,3.9,0,90212,CA,Los Angeles,224 S Beverly Dr,No,No
2461,Wabi-Sabi,(310) 314-2229,4,0,90291,CA,Los Angeles,1635 Abbot Kinney Blvd,Yes,Yes
2462,Nat's Early Bite Coffee Shop,(818) 781-3040,4.2,0,91401,CA,Los Angeles,14115 Burbank Blvd,No,No
2463,Green Peas,(310) 397-9815,4.6,0,90230,CA,Culver City,4437 Sepulveda Blvd.,Yes,Yes
2464,Palm Restaurant,(213) 763-4600,3.6,0,90015,CA,Los Angeles,1100 S Flower St,No,No
2465,Mao's Kitchen,(323) 932-9681,3.9,0,90046,CA,Los Angeles,7313 Melrose Ave,Yes,Yes
2466,Laurel Hardware,(323) 656-6070,3.5,0,90046,CA,West Hollywood,7984 Santa Monica Blvd,No,No
2467,MessHall,(323) 660-6377,3.7,0,90027,CA,Los Angeles,4500 Los Feliz Blvd,No,No
2468,Cafe Del Rey,(310) 823-6395,3.8,0,90292,CA,Marina Del Rey,4451 Admiralty Way,No,No
2469,Natalee Thai Cuisine,(310) 202-7003,3.9,0,90232,CA,Los Angeles,10101 Venice Blvd,Yes,Yes
2470,Mexico City,(323) 661-7227,3.7,0,90027,CA,Los Angeles,2121 Hillhurst Ave,No,No
2471,Pitfire Pizza Company,(818) 980-2949,3.9,0,91601,CA,North Hollywood,5211 Lankershim Blvd,Yes,Yes
2472,Home Restaurant,(323) 665-0211,3.8,0,90039,CA,Los Angeles,2500 Riverside Drive,Yes,Yes
2473,Chateau Marmont Restaurant,(323) 656-1010,3.8,0,90046,CA,West Hollywood,8221 W Sunset Blvd,No,No
2474,Morels French Steakhouse & Bistro (at the Grove),(323) 965-9595,3.3,0,90036,CA,Los Angeles,189 The Grove Dr,Yes,Yes
2475,Swingers,(323) 653-5858,3.8,0,90048,CA,Los Angeles,8020 Beverly Blvd,No,No
2476,Salt's Cure,(323) 850-7258,4,0,90046,CA,Los Angeles,7494 Santa Monica Boulevard,No,No
2477,Madeo,(310) 859-4903,3.9,0,90048,CA,West Hollywood,8897 Beverly Blvd,No,No
2478,Genwa Korean BBQ,(323) 549-0760,4.4,0,90036,CA,Los Angeles,5115 Wilshire Blvd #A,No,No
2479,Cacao Mexicatessen,(323) 478-2791,4.5,0,90041,CA,Los Angeles,1576 Colorado Blvd.,No,No
2480,Hiatus Urban Barbeque,(323) 879-9700,2.7,0,90019,CA,Los Angeles,1292 S La Brea Ave,Yes,Yes
2481,Piccolo Venice,(310) 314-3222,3.9,0,90291,CA,Venice,5 Dudley Ave,No,No
2482,Scarpetta,(310) 860-7970,3.7,0,90210,CA,Beverly Hills,225 N Ca��_on Dr,No,Yes
2483,Tsujita LA,(310) 231-7373,4,0,90025,CA,Los Angeles,2057 Sawtelle Blvd,No,No
2484,Sur Restaurant & Bar,(310) 289-2824,3.6,0,90069,CA,West Hollywood,606 N Robertson Blvd,Yes,No
2485,Berri's Pizza Cafe,(323) 852-0642,3.5,0,90048,CA,Los Angeles,8412 W 3rd St,Yes,Yes
2486,House of Pies,(323) 666-9961,3.7,0,90027,CA,Los Angeles,1869 N Vermont Ave,No,No
2487,Square One Dining,(323) 661-1109,4.2,0,90029,CA,Los Angeles,4854 Fountain Ave,No,No
2488,Cafe Pinot,(213) 239-6500,3.9,0,90071,CA,Los Angeles,700 W 5th St,No,No
2489,Mocafe,(323) 848-7161,2.8,0,90046,CA,West Hollywood,7900 Santa Monica Blvd,Yes,Yes
2490,Thai Patio,(323) 466-3894,4.3,0,90027,CA,Los Angeles,5273 Hollywood Blvd,Yes,No
2491,Dan Tana's,(310) 275-9444,3.8,0,90069,CA,Los Angeles,9071 Santa Monica Blvd,No,No
2492,Bubba Gump Shrimp Co.,(818) 753-4867,3.7,0,91608,CA,Los Angeles,100 Universal City Plz,No,No
2493,Rosa Mexicano,(213) 746-0001,3.8,0,90015,CA,Los Angeles,800 W Olympic Blvd,Yes,Yes
2494,Honey's Kettle Restaurant & Bakery,(310) 202-5453,3.7,0,90232,CA,Culver City,9537 Culver Blvd,No,Yes
2495,Cafe 50's,(310) 479-1955,3.7,0,90025,CA,Los Angeles,11623 Santa Monica Blvd,Yes,Yes
2496,Mel's Drive-in,(310) 854-7200,3.8,0,90069,CA,West Hollywood,8585 W Sunset Blvd,Yes,Yes
2497,Gloria's Cafe,(310) 838-0963,4,0,90034,CA,Los Angeles,10227 Venice Blvd,Yes,Yes
2498,Cafe Brasil,(310) 837-8957,4.2,0,90034,CA,Los Angeles,10831 Venice Blvd,No,No
2499,Papilles,(323) 871-2026,3.5,0,90028,CA,Los Angeles,6221 Franklin Ave,No,No
2500,Greenblatt's Delicatessen,(323) 656-0606,3.8,0,90046,CA,West Hollywood,8017 W Sunset Blvd,Yes,Yes
2501,Casa Sanchez,(310) 397-9999,4.2,0,90066,CA,Los Angeles,4500 S Centinela Ave,Yes,Yes
2502,Mexicali Cocina & Cantina,(818) 985-1744,3.6,0,91604,CA,Studio City,12161 Ventura Blvd,No,Yes
2503,Clementine,(310) 552-1080,4.4,0,90024,CA,Los Angeles,1751 Ensley Ave,Yes,Yes
2504,Bao Dim Sum House,(323) 655-6556,4,0,90048,CA,Los Angeles,8256 Beverly Blvd.,Yes,Yes
2505,Santouka Ramen,(310) 391-1101,3.9,0,90066,CA,Los Angeles,3760 S Centinela Ave,No,No
2506,Cleo,(323) 962-1711,4,0,90028,CA,Los Angeles,1717 Vine St,Yes,Yes
2507,Samosa House,(310) 398-6766,3.9,0,90066,CA,Culver City,11510 W Washington Blvd,No,No
2508,Laurel Tavern,(818) 506-0777,4.3,0,91604,CA,Studio City,11938 Ventura Blvd,No,No
2509,Frida Mexican Cuisine,(310) 278-7666,3.6,0,90212,CA,Beverly Hills,236 S Beverly Dr,Yes,Yes
2510,Dinah's Family Restaurant,(310) 645-0456,3.7,0,90045,CA,Los Angeles,6521 S Sepulveda Blvd,Yes,Yes
2511,Fundamental LA,(310) 444-7581,3.8,0,90024,CA,Los Angeles,1303 Westwood Blvd,Yes,Yes
2512,Flake,(310) 396-2333,4,0,90291,CA,Los Angeles,513 Rose Ave,No,No
2513,Groundwork Coffee Company,(323) 871-0107,3.4,0,90028,CA,Los Angeles,1501 N Cahuenga Blvd,No,No
2514,Sushi Roku,(323) 655-6767,3.8,0,90048,CA,Los Angeles,8445 W 3rd St,Yes,Yes
2515,Katsuya,(213) 747-9797,3.5,0,90015,CA,Los Angeles,800 W Olympic Blvd Ste 118,Yes,Yes
2516,Ocean Seafood Restaurant,(213) 687-3088,3.7,0,90012,CA,Los Angeles,747 N Broadway,No,No
2517,Curry House,(213) 620-0855,3.9,0,90012,CA,Los Angeles,123 Astronaut E S Onizuka St,Yes,Yes
2518,WP24 by Wolfgang Puck,(213) 743-8824,3.7,0,90015,CA,Los Angeles,900 W Olympic Blvd Fl 24,No,No
2519,Beer Belly,(213) 387-2337,3.8,0,90020,CA,Los Angeles,532 S Western Ave,No,Yes
2520,Barbrix,(323) 662-2442,4,0,90027,CA,Los Angeles,2442 Hyperion Ave,No,No
2521,The York,(323) 255-9675,4.5,0,90042,CA,Highland Park,5018 York Blvd,No,No
2522,Vinoteque on Melrose,(310) 860-6060,3.9,0,90046,CA,Los Angeles,7469 Melrose Ave,No,No
2523,Tommy's Original World Famous Hamburgers,(213) 389-9060,4,0,90057,CA,Los Angeles,2575 Beverly Blvd,No,No
2524,Ruen Pair,(323) 466-0153,4,0,90027,CA,Los Angeles,5257 Hollywood Blvd,No,No
2525,VE Station,(818) 784-8388,3.6,0,91423,CA,Los Angeles,14435 Ventura Blvd,Yes,Yes
2526,Eat,(818) 760-4787,3.9,0,91601,CA,Los Angeles,11108 Magnolia Blvd,No,No
2527,Trader Vic's Mai Tai Lounge,(310) 276-6345,3.2,0,90210,CA,Beverly Hills,9876 Wilshire Blvd,No,No
2528,Road To Seoul,(323) 731-9292,4.2,0,90006,CA,Los Angeles,1230 S Western Avenue,No,No
2529,Panini Cafe,(213) 489-4200,3.8,0,90015,CA,Los Angeles,600 W 9th St,Yes,Yes
2530,Harold & Belle's,(323) 735-9023,4.2,0,90018,CA,Los Angeles,2920 W Jefferson Blvd,Yes,Yes
2531,Sweet Butter Kitchen,(818) 788-2832,3.9,0,91423,CA,Los Angeles,13824 Ventura Blvd.,Yes,Yes
2532,Baja Cantina,(310) 821-2252,3.9,0,90292,CA,Los Angeles,311 Washington Blvd,Yes,Yes
2533,Dal Rae,(562) 949-2444,4.1,0,90660,CA,Los Angeles,9023 Washington Blvd,Yes,Yes
2534,Emporium Thai Cuisine,(310) 478-2838,3.8,0,90024,CA,Los Angeles,1275 Westwood Blvd,Yes,Yes
2535,Yuca's,(323) 662-1214,4,0,90027,CA,Los Angeles,2056 Hillhurst Ave,No,No
2536,Spitz,(323) 257-5600,4.1,0,90041,CA,Los Angeles,2506 Colorado Blvd,Yes,Yes
2537,Izakaya Honda-Ya,(213) 625-1184,3.6,0,90013,CA,Los Angeles,333 S Alameda St # 314,No,No
2538,Dan's Super Subs,(818) 225-8880,4.4,0,91364,CA,Woodland Hills,22446 Ventura Blvd,Yes,Yes
2539,Pagliaccis,(818) 506-4111,3.4,0,91604,CA,Studio City,4366 Coldwater Canyon Ave,Yes,Yes
2540,Doughboys Cafe & Bakery,(323) 852-1020,3.7,0,90048,CA,Los Angeles,8136 W 3rd St,Yes,Yes
2541,Chin Chin,(310) 652-1818,3.7,0,90069,CA,West Hollywood,8618 W Sunset Blvd,Yes,Yes
2542,Jones Hollywood,(323) 850-1726,4.3,0,90046,CA,West Hollywood,7205 Santa Monica Blvd,Yes,No
2543,Mr Ramen,(213) 626-4252,3.7,0,90012,CA,Los Angeles,341 E 1st St,No,No
2544,La Frite Cafe,(818) 990-1791,3.7,0,91403,CA,Sherman Oaks,15013 Ventura Blvd,No,No
2545,Pitfire Pizza,(213) 808-1200,4,0,90012,CA,Los Angeles,108 West 2nd St,Yes,Yes
2546,Firehouse,(818) 881-3118,4.5,0,91335,CA,Tarzana,18450 Victory Blvd,No,No
2547,Camilo's California Bistro,(323) 478-2644,4.3,0,90041,CA,Los Angeles,2128 Colorado Blvd,No,No
2548,Cube Cafe,(323) 939-1148,4.5,0,90036,CA,Los Angeles,615 N La Brea Ave,No,No
2549,La Brea Avenue Cafe,(323) 939-6813,3.7,0,90036,CA,Los Angeles,468 S La Brea Avenue,Yes,Yes
2550,La Cava,(818) 981-1517,3.9,0,91423,CA,Sherman Oaks,13565 Ventura Blvd,Yes,Yes
2551,Sol Y Luna,(818) 343-8488,4.7,0,91356,CA,Tarzana,19601 Ventura Blvd,No,No
2552,Scoops,(323) 906-2649,3.9,0,90029,CA,Los Angeles,712 N Heliotrope Dr,No,No
2553,Rainbow Bar & Grill,(310) 278-4232,3.8,0,90069,CA,West Hollywood,9015 W Sunset Blvd,No,No
2554,Stan's Corner Donut Shoppe,(310) 208-8660,4.2,0,90024,CA,Los Angeles,10948 Weyburn Ave,No,No
2555,Barone's Famous Italian Restaurant.,(818) 782-6004,3.7,0,91401,CA,Van Nuys,13726 Oxnard St,No,No
2556,Via Alloro,(310) 275-2900,3.9,0,90210,CA,Beverly Hills,301 N. Canon Drive,No,No
2557,Crab ��_��_��_N Grab,(818) 363-6555,,0,91324,CA,Los Angeles,18677 Devonshire Street,Yes,Yes
2558,Badmaash,(213) 221-7466,3.3,0,90012,CA,Los Angeles,108 West 2nd St,Yes,Yes
2559,Morton's The Steakhouse,(213) 553-4566,3.7,0,90017,CA,Los Angeles,735 S Figueroa St Ste 207,No,No
2560,Craig's,(310) 276-1900,3.7,0,90069,CA,West Hollywood,8826 Melrose Avenue,Yes,Yes
2561,BJ's Restaurant and Brewhouse,(818) 340-1748,3.9,0,91367,CA,Woodland Hills,6424 Canoga Ave,Yes,Yes
2562,ROC Kitchen,(310) 235-2089,3.8,0,90025,CA,Los Angeles,2049 Sawtelle Blvd,No,No
2563,La Poubelle,(323) 465-0807,3.7,0,90028,CA,Los Angeles,5907 Franklin Ave,No,No
2564,Midori Sushi,(818) 789-1188,3.9,0,91423,CA,Sherman Oaks,13905 Ventura Blvd,Yes,Yes
2565,Hide Sushi,(310) 477-7242,4.1,0,90025,CA,Los Angeles,2040 Sawtelle Blvd,No,No
2566,Brats Brothers Gourmet Sausage Grill,(818) 986-4020,3.6,0,91423,CA,Sherman Oaks,13355 Ventura Blvd,Yes,Yes
2567,Paru's,(323) 661-7600,3.8,0,90027,CA,Los Angeles,5140 W Sunset Blvd,Yes,Yes
2568,Boneyard Bistro,(818) 906-7427,3.7,0,91423,CA,Sherman Oaks,13539 Ventura Blvd,No,No
2569,Public School 310,(310) 558-0414,3.7,0,90232,CA,Culver City,9411 Culver Blvd,Yes,Yes
2570,Whiskey Red's,(310) 823-4522,3.5,0,90292,CA,Marina Del Rey,13813 Fiji Way,No,No
2571,Caffe Primo,(310) 289-8895,3.7,0,90069,CA,West Hollywood,8590 W Sunset Blvd,No,No
2572,Bear Pit Bar-B-Que,(818) 365-2509,3.8,0,91345,CA,Los Angeles,10825 Sepulveda Blvd,No,No
2573,Wood & Vine,(323) 334-3360,3.9,0,90028,CA,Los Angeles,6280 Hollywood Blvd,No,No
2574,The Abbey,(310) 289-8410,3.7,0,90069,CA,West Hollywood,692 N Robertson Blvd,No,No
2575,La Casita Mexicana,(323) 773-1898,4,0,90201,CA,Los Angeles,4030 Gage Ave,No,No
2576,Night + Market,(310) 275-9724,3.6,0,90069,CA,Los Angeles,9041 Sunset Blvd,No,No
2577,Ramen Jinya,(818) 980-3977,3.7,0,91604,CA,Los Angeles,11239 Ventura Blvd,Yes,No
2578,Polentoni,(310) 313-6077,3.9,0,90230,CA,Culver City,11800 Jefferson Blvd.,Yes,Yes
2579,The Hart and the Hunter,(323) 424-3055,3.6,0,90048,CA,Los Angeles,7950 Melrose Ave,Yes,Yes
2580,Lum-Ka-Naad,(818) 882-3028,3.9,0,91324,CA,Northridge,8920 Reseda Blvd,No,No
2581,Crazy Rock n Sushi,(323) 882-8247,4.2,0,90046,CA,Los Angeles,7100 santa monica blvd,No,No
2582,Pitfire Artisan Pizza,(213) 258-5956,4,0,90066,CA,Los Angeles,12924 W Washington Blvd,Yes,Yes
2583,Simpang Asia,(310) 815-9075,3.8,0,90034,CA,Los Angeles,10433 National Blvd #213,Yes,Yes
2584,208 Rodeo,(310) 275-2428,3.5,0,90210,CA,Beverly Hills,208 Via Rodeo Dr,No,No
2585,Marugame Monzo,(213) 346-9762,3.5,0,90012,CA,Los Angeles,329 E 1st St.,No,No
2586,Angel Maid Bakery,(310) 915-2078,4.9,0,90066,CA,Los Angeles,4538 S Centinela Ave,No,No
2587,Il Cielo,(310) 276-9990,3.6,0,90211,CA,Beverly Hills,9018 Burton Way,No,No
2588,Sanam Luang Cafe,(818) 764-1180,4.3,0,91605,CA,Los Angeles,12980 Sherman Way,No,No
2589,Joey's Cafe,(323) 822-0671,3.9,0,90069,CA,Los Angeles,8301 Santa Monica Blvd,No,No
2590,Bow & Truss,(818) 985-8787,3.5,0,91601,CA,Los Angeles,11122 Magnolia Boulevard,No,No
2591,Culina Restaurant,(310) 860-4000,3.7,0,90048,CA,Los Angeles,300 S Doheny Dr,No,No
2592,Mario's Peruvian Seafood Restaurant,(323) 466-4181,4.3,0,90038,CA,Los Angeles,5786 Melrose Ave,No,No
2593,Polo Lounge,(310) 887-2777,4,0,90210,CA,Los Angeles,9641 Sunset Blvd,Yes,Yes
2594,Nyala Ethiopian Cuisine,(323) 936-5918,4.2,0,90019,CA,Los Angeles,1076 S Fairfax Ave,No,No
2595,Saint Felix Hollywood,(323) 469-5001 (323) 469-5001,3.7,0,90028,CA,Los Angeles,1602 Cahuenga Blvd,No,No
2596,Kabuki Japanese,(323) 464-6003,3.7,0,90028,CA,Los Angeles,1545 N Vine St,Yes,Yes
2597,Saddle Ranch Chop House,(818) 760-9680,3.6,0,91602,CA,Universal City,1000 Universal Studios Boulevard,Yes,Yes
2598,The Farm of Beverly Hills,(310) 273-5578,3.5,0,90210,CA,Beverly Hills,439 N Beverly Dr,Yes,Yes
2599,Michelangelo Ristorante in Silver Lake,(323) 660-4843,3.7,0,90039,CA,Los Angeles,2742 Rowena Ave,Yes,No
2600,BLVD 16,(310) 474-7765,3.7,0,90024,CA,Los Angeles,10740 Wilshire Blvd,No,No
2601,Sotto,(310) 277-0210,3.7,0,90035,CA,Los Angeles,9575 W Pico Blvd,Yes,Yes
2602,Little Toni's,(818) 763-0131,3.9,0,91602,CA,North Hollywood,4745 Lankershim Blvd,No,No
2603,California Pizza Kitchen,(323) 460-2080,3.8,0,90028,CA,Los Angeles,6801 Hollywood Blvd,Yes,Yes
2604,Two Boots,(213) 623-2100,3.9,0,,CA,Los Angeles,1814 W Sunset Blvd,Yes,Yes
2605,Seoul Sausage Company,(310) 477-7739,3.6,0,90025,CA,Los Angeles,11313 Mississippi Ave,Yes,Yes
2606,Rock'n Fish,(213) 748-4020,3.6,0,90015,CA,Los Angeles,800 W Olympic Blvd Ste A-160,Yes,Yes
2607,Sweet Lady Jane,(323) 653-7145,3.7,0,90069,CA,Los Angeles,8360 Melrose Ave,No,No
2608,Puran's,(323) 667-1357,3.6,0,90027,CA,Los Angeles,2064 Hillhurst Ave,No,No
2609,Sushi Sasabune,(310) 820-3596,4.1,0,90025,CA,Los Angeles,12400 Wilshire Blvd,No,No
2610,P.F. Chang's China Bistro,(818) 340-0491,3.6,0,91367,CA,Woodland Hills,21821 Oxnard St,No,No
2611,Mulberry Street Pizzeria,(310) 247-8100,4.1,0,90212,CA,Beverly Hills,240 S Beverly Dr,Yes,Yes
2612,Wolfgang Puck Bistro,(818) 985-9653,3.4,0,91608,CA,Los Angeles,1000 Universal Plaza Drive,No,No
2613,The Wallace,(310) 202-6400,3.3,0,90232,CA,Culver City,3833 Main St,No,No
2614,Shabu Shabu House,(213) 680-3890,3.9,0,90012,CA,Los Angeles,127 Japanese Village Plaza Mall,Yes,Yes
2615,Shojin Organic & Natural,(213) 617-0305,3.7,0,90013,CA,Los Angeles,333 S Alameda St Unit 310,No,No
2616,Hakata Ramen Shin-Sen-Gumi,(213) 687-7108,3.5,0,90012,CA,Los Angeles,132 S Central Ave,No,No
2617,Velvet Margarita Cantina,(323) 469-2000,4,0,90028,CA,Hollywood,1612 N Cahuenga Blvd,No,No
2618,Chaya Downtown,(213) 236-9577,3.7,0,90071,CA,Los Angeles,525 S Flower St,No,No
2619,K-Zo Japanese,(310) 202-8890,3.8,0,90232,CA,Culver City,9240 Culver Blvd,No,No
2620,Noshi Sushi,(323) 469-3458,3.8,0,90004,CA,Los Angeles,4430 Beverly Blvd,No,No
2621,Sage Organic Vegan,(213) 989-1718,4.3,0,90026,CA,Los Angeles,1700 W Sunset Blvd,No,No
2622,Daily Dose,(213) 281-9300,3.3,0,90021,CA,Los Angeles,1820 Industrial St,Yes,Yes
2623,Singapore's Banana Leaf,(323) 933-4627,3.7,0,90036,CA,Los Angeles,6333 W 3rd St,No,No
2624,Colori Kitchen,(213) 622-5950,4.1,0,90014,CA,Los Angeles,429 W 8th St,Yes,Yes
2625,Amandine Patissiere,(310) 979-3211,3.9,0,90025,CA,Los Angeles,12225 Wilshire Blvd,No,No
2626,Les Sisters Southern Kitchen,(818) 998-0755,4.3,0,91311,CA,Chatsworth,21818 Devonshire St,No,No
2627,Momed,(310) 270-4444,3.9,0,90212,CA,Beverly Hills,233 S Beverly Dr,Yes,Yes
2628,Maggiano's Little Italy,(818) 887-3777,4.3,0,91367,CA,Woodland Hills,6100 Topanga Canyon Blvd,Yes,Yes
2629,Sidewalk Cafe,(310) 399-5547,3.2,0,90291,CA,Venice,1401 Ocean Front Walk,No,No
2630,Maggiano's Little Italy,(323) 965-9665,3.8,0,90036,CA,Los Angeles,189 The Grove Dr #Z80,Yes,Yes
2631,Robata Jinya,(323) 653-8877,3.9,0,90048,CA,Los Angeles,8050 W 3rd St,No,No
2632,SunCafe Organic,(818) 927-4100,3.9,0,91604,CA,Studio City,10820 Ventura Blvd,Yes,No
2633,Toshi Sushi,(213) 680-4166,3.8,0,90012,CA,Los Angeles,359 E 1st St,No,No
2634,Clearman's North Woods Inn,(714) 739-0331,4.1,0,90638,CA,La Mirada,14305 Firestone Boulevard,No,No
2635,Gaby's Mediterranean,(310) 559-1808,3.8,0,90034,CA,Los Angeles,10445 Venice Blvd,Yes,Yes
2636,Dresden Room,(323) 665-4294,3.7,0,90027,CA,Los Angeles,1760 N Vermont Ave,No,No
2637,The Factory Kitchen,(213) 996-6000,3.5,0,90013,CA,Los Angeles,1300 Factory Place # 101,No,No
2638,Venice Ale House,(310) 314-8253,3.6,0,90291,CA,Venice,2 Rose Ave,No,No
2639,Hama Sushi Restaurant,(310) 396-8783,3.6,0,90291,CA,Venice,213 Windward Ave,Yes,Yes
2640,Nick & Stef's Steakhouse,(213) 680-0330,3.7,0,90071,CA,Los Angeles,330 S Hope St,No,No
2641,La Cabana,(310) 392-7973,3.7,0,90291,CA,Los Angeles,738 Rose Ave,Yes,Yes
2642,Casey's Irish Bar & Grill,(213) 629-2353,3.8,0,90017,CA,Los Angeles,613 S Grand Ave Bsmt,No,No
2643,The Six Restaurant,(310) 837-6662,3.9,0,90064,CA,Los Angeles,10668 W Pico Blvd,Yes,Yes
2644,Hamasaku,(310) 479-7636,4.2,0,90025,CA,Los Angeles,11043 Santa Monica Blvd,Yes,Yes
2645,Hodori,(213) 383-3554,3.7,0,90006,CA,Los Angeles,1001 S Vermont Ave,No,No
2646,Kings Road Cafe,(323) 655-9044,3.8,0,90048,CA,Los Angeles,8361 Beverly Blvd,Yes,Yes
2647,Grilled Cheese Truck,Not Available,3.6,0,,,Los Angeles,location varies,No,No
2648,Taylor's Steak House,(213) 382-8449,4.1,0,90005,CA,Los Angeles,3361 W 8th St,Yes,Yes
2649,Basix Cafe,(323) 848-2460,3.8,0,90069,CA,West Hollywood,8333 Santa Monica Blvd,Yes,Yes
2650,Monsieur Marcel,(323) 939-7792,3.7,0,90036,CA,Los Angeles,6333 W 3rd St,No,No
2651,Ray's Restaurant and Stark Bar,(323) 857-6180,3.6,0,90036,CA,Los Angeles,5905 Wilshire Blvd,No,No
2652,Jersey Mike's Subs,(323) 850-1111,3.2,0,90046,CA,West Hollywood,7100 Santa Monica Blvd Unit 153,Yes,Yes
2653,Salt,(424) 289-8223,2.7,0,90292,CA,Marina Del Rey,13534 Bali Way,Yes,Yes
2654,Los Balcones Del Peru,(323) 871-9600,4.3,0,90028,CA,Los Angeles,1360 Vine St,No,No
2655,The Wood,(310) 915-9663,4.1,0,90066,CA,Los Angeles,12000 W Washington Blvd,No,No
2656,Taix,(213) 484-1265,3.8,0,90026,CA,Los Angeles,1911 W Sunset Blvd,Yes,Yes
2657,Daichan Japanese Food,(818) 980-8450,4.1,0,91604,CA,Studio City,11288 Ventura Blvd,No,No
2658,Kravings,(818) 881-7111,3.6,0,91356,CA,Tarzana,18663 Ventura Blvd,No,No
2659,Maximiliano,(323) 739-6125,3.9,0,90042,CA,Los Angeles,5930 York Blvd,No,No
2660,Nomura Sushi,(818) 981-3844,3,0,91403,CA,Sherman Oaks,14622 Ventura Blvd.,No,No
2661,John O' Groats,(310) 204-0692,3.8,0,90064,CA,Los Angeles,10516 W Pico Blvd,No,No
2662,Edendale,(323) 666-2000,3.7,0,90039,CA,Los Angeles,2838 Rowena Ave,No,No
2663,Terrace Cafe and Bar,(310) 578-1530,3.4,0,90292,CA,Venice,7 Washington Blvd,No,No
2664,La Dijonaise,(310) 287-2770,3.7,0,90232,CA,Culver City,8703 Washington Blvd,No,No
2665,Astro Burger,(323) 874-8041,4.1,0,90046,CA,West Hollywood,7475 Santa Monica Blvd,No,No
2666,Spitz,(213) 613-0101,4,0,90012,CA,Los Angeles,371 E 2nd St,Yes,Yes
2667,Il Capriccio on Vermont,(323) 662-5900,4.1,0,90027,CA,Los Angeles,1757 N Vermont Ave,Yes,Yes
2668,Blu Jam Cafe,(818) 906-1955,3.7,0,91403,CA,Sherman Oaks,15045 Ventura Blvd,Yes,No
2669,Trattoria Farfalla,(323) 661-7365,4.3,0,90027,CA,Los Angeles,1978 Hillhurst Ave,No,No
2670,Pazzo Gelato,(323) 662-1410,4.1,0,90026,CA,Los Angeles,3827 W Sunset Blvd,No,No
2671,Trattoria Amici,(310) 858-0271,3.9,0,90210,CA,Beverly Hills,469 N Doheny Dr,No,No
2672,Gyu-Kaku,(818) 501-5400,3.9,0,91423,CA,Sherman Oaks,14455 Ventura Blvd,No,No
2673,Coral Tree Cafe,(310) 979-8733,3.9,0,90049,CA,Los Angeles,11645 San Vicente Blvd,Yes,Yes
2674,Pacific Dining Car,(213) 483-6000,3.7,0,90017,CA,Los Angeles,1310 W 6th St,No,No
2675,Ramenya,(310) 575-9337,4,0,90064,CA,Los Angeles,11660 Gateway Blvd,Yes,Yes
2676,Cici's Cafe,(818) 881-6704,4.6,0,91356,CA,Los Angeles,18912 Ventura Blvd,No,No
2677,Wokcano,(213) 623-2288,3.7,0,90017,CA,Los Angeles,800 W 7th St,Yes,Yes
2678,Vino Wine & Tapas Room,(818) 343-2525,3.8,0,91316,CA,Encino,18046 Ventura Blvd.,Yes,Yes
