Name,Phone,Rate,Price,Zipcode,State,City,Address,Delivery,Takeout,Outdoor,Parking,Wifi
Tsujita LA Annex,(310) 231-0222,3.4,,90025,CA,Los Angeles,2050 Sawtelle Boulevard,No,No,No,No,No
Bulan Thai Vegetarian Kitchen,(323) 913-1488,3.8,,90029,CA,Los Angeles,4114 Santa Monica Blvd,Yes,Yes,No,No,No
Maxwell Cafe,(310) 306-7829,3.7,,90066,CA,Los Angeles,13329 W Washington Blvd,No,No,No,No,No
Rio's Pizza,(562) 949-2324,4.5,,90660,CA,Los Angeles,9317 Slauson Ave,No,No,No,No,No
El Cid,(323) 668-0318,3.4,,90029,CA,Los Angeles,4212 W Sunset Blvd,No,No,No,No,No
Chin Chin,(818) 985-9090,3.5,,91604,CA,Studio City,12215 Ventura Blvd,Yes,Yes,No,No,No
Dough,(310) 275-7770,,,90069,CA,West Hollywood,8947 W Sunset Blvd,Yes,Yes,No,No,No
Sushi Stop,(310) 479-1222,3.2,,90025,CA,Los Angeles,2222 Sawtelle Boulevard,Yes,Yes,No,No,No
Lucifers Pizza,(323) 906-8603,3.8,,90027,CA,Los Angeles,1958 Hillhurst Ave,Yes,Yes,No,No,No
Villa,(818) 704-1185,3.4,,91364,CA,Woodland Hills,22160 Ventura Blvd,No,No,Yes,No,No
Gushi,(310) 208-4038,4,,90024,CA,Los Angeles,978 Gayley Ave,No,No,No,No,No
Annapurna Cuisine,(310) 204-5500,3.6,,90232,CA,Culver City,10200 Venice Blvd,No,No,No,No,No
Amalfi Restaurant and Bar,(323) 938-2504,3.6,,90036,CA,Los Angeles,143 N La Brea Ave,Yes,Yes,Yes,No,No
The Six Restaurant,(818) 761-2319,3.6,,91604,CA,Studio City,12650 Ventura Blvd,Yes,Yes,Yes,No,No
SanSai Japanese Grill,(818) 712-9759,3.2,,91364,CA,Woodland Hills,20042 Ventura Blvd,No,No,No,No,No
Jon and Vinny's,(323) 334-3369,3.2,,90036,CA,Los Angeles,412 North Fairfax Avenue,No,No,No,No,No
Ebisu Japanese Tavern,(213) 613-1644,3.5,,90012,CA,Los Angeles,356 E 2nd St,No,No,No,No,No
Barrel & Ashes,(818) 623-8883,3.2,,91604,CA,Los Angeles,11801 Ventura Blvd,Yes,Yes,No,No,No
Jerry's Famous Deli,(818) 340-0810,3.4,,91364,CA,Woodland Hills,21857 Ventura Blvd,Yes,Yes,No,No,No
Ocean Prime,(310) 859-4818,3,,90212,CA,Los Angeles,9595 Wilshire Blvd,Yes,Yes,No,No,No
Mashti Malone's,(323) 874-0144,3.6,,90028,CA,Los Angeles,1525 N La Brea Ave,No,No,No,No,No
Mia Sushi,(323) 256-2562,3.5,,90041,CA,Los Angeles,4741 Eagle Rock Blvd,Yes,Yes,No,No,No
Tom Bergin's Public House,(323) 936-7151,3.6,,90036,CA,Los Angeles,840 S Fairfax Ave,No,No,No,No,No
Cafe Opa,(562) 806-0761,4.1,,90240,CA,Downey,9905 Paramount Blvd,Yes,Yes,No,No,No
Hugo's Tacos,(323) 664-9400,3.4,,90039,CA,Los Angeles,3300 Glendale Blvd,Yes,Yes,Yes,No,No
Venice Whaler Bar and Grill,(310) 821-8737,3.4,,90292,CA,Marina Del Rey,2-10 Washington Blvd,Yes,Yes,No,No,No
El Criollo,(818) 785-8625,3.9,,91405,CA,Los Angeles,6622 Van Nuys Blvd,Yes,Yes,No,No,No
Al & Bea's Mexican Food,(323) 267-8810,3.9,,90033,CA,Los Angeles,2025 E 1st St,No,No,No,No,No
Great India Cafe,(818) 761-8140,3.7,,91604,CA,Studio City,12321 Ventura Blvd,Yes,Yes,Yes,No,No
Top Round Roast Beef,(323) 549-9945,3.4,,90019,CA,Los Angeles,1000 South La Brea Avenue,No,Yes,Yes,No,No
Poquito Mas,(818) 760-8226,3.7,,91604,CA,Studio City,3701 Cahuenga Blvd,Yes,Yes,No,No,No
Bloom Cafe,(323) 934-6900,4.2,,90019,CA,Los Angeles,5544 W Pico Blvd,Yes,Yes,No,No,No
Brother's Sushi,(818) 992-1284,4,,91364,CA,Woodland Hills,21418 Ventura Blvd,No,No,No,No,No
Nanban-Kan,(310) 478-1591,3.8,,90025,CA,Los Angeles,11330 Santa Monica Blvd,No,No,No,No,No
Yogurt Stop,(310) 652-6830,4.1,,90069,CA,West Hollywood,8803 Santa Monica Blvd.,Yes,Yes,Yes,No,No
Ugo - An Italian Cafe,(310) 204-1222,3.6,,90232,CA,Culver City,3865 Cardiff Ave,Yes,Yes,No,No,No
Pomodoro Trattoria,(310) 445-9998,4.1,,90024,CA,Los Angeles,1393 Westwood Blvd,Yes,No,No,No,No
Starbucks,(310) 659-1856,3,,90069,CA,West Hollywood,8595 Santa Monica Blvd,No,No,No,No,No
Louise's Trattoria,(310) 475-6084,3.6,,90064,CA,Los Angeles,10645 W Pico Blvd,Yes,Yes,No,No,No
The Fox and Hounds,(818) 763-7837,3.7,,91604,CA,Studio City,11100 Ventura Blvd,No,No,Yes,No,No
Gobi Mongolian BBQ House,(213) 989-0711,3.8,,90026,CA,Los Angeles,2827 W. Sunset Blvd.,No,No,No,No,No
Sattdown Jamaican Grill,(818) 766-3696,3.5,,91604,CA,Los Angeles,11320 Ventura Blvd,Yes,Yes,No,No,No
Mr. Noodle,(310) 208-1730,3.9,,90024,CA,Los Angeles,936 Broxton Ave,Yes,Yes,No,No,No
Ba Restaurant,(323) 739-6243,3.4,,90042,CA,Los Angeles,5100 York Blvd,No,No,Yes,No,No
Clearman's Steak 'n Stein,(562) 699-8823,4.1,,90660,CA,Pico Rivera,9545 Whittier Blvd,No,No,No,No,No
Cassell's Hamburgers,(213) 387-5502,3.7,,90020,CA,Los Angeles,3600 W 6th St,Yes,Yes,No,No,No
The Humble Bee Bakery & Cafe,(818) 514-6507,4,,91325,CA,Los Angeles,17321 Saticoy St,No,No,No,No,No
Xai Verandah Lounge,(323) 969-0090,3.6,,90046,CA,Los Angeles,7677 Sunset Blvd,Yes,Yes,Yes,No,No
Beard Papa Sweets,(323) 462-6100,3.5,,90028,CA,Los Angeles,6801 Hollywood Blvd,No,No,No,No,No
Kung Pao Bistro,(323) 848-9888,3.6,,90046,CA,West Hollywood,7853 Santa Monica Blvd,Yes,Yes,No,No,No
Alimento,(323) 928-2888,3.1,,90026,CA,Los Angeles,1710 Silver Lake Blvd,Yes,Yes,No,No,No
Palmeri,(310) 442-8446,4.1,,90049,CA,Los Angeles,11650 San Vicente Blvd,No,No,No,No,No
Wolfgang Puck Express,(310) 215-5166,3,,90045,CA,Los Angeles,Los Angeles International Airport,No,No,No,No,No
Five0Four Hollywood,(323) 960-0224,3.3,,90028,CA,Los Angeles,6541 Hollywood Blvd #102,Yes,Yes,Yes,No,No
El Patron Mexican Restaurant,(818) 643-3033,3.7,,91356,CA,Tarzana,5545 Reseda Blvd,Yes,No,Yes,No,No
Manpuku Tokyo BBQ,(310) 473-0580,3.5,,90025,CA,Los Angeles,2125 Sawtelle Blvd,No,No,No,No,No
Local Table,(213) 488-2654,3.1,,90017,CA,Los Angeles,800 S Figueroa St,Yes,Yes,No,No,No
Habibi Cafe,(310) 824-2277,2,,90024,CA,Los Angeles,923 Broxton Ave,No,No,No,No,No
Rachada Thai Cuisine,(562) 921-0889,3.5,,90670,CA,Los Angeles,13416 Imperial Highway,Yes,Yes,No,No,No
Joe's Pizza on Hollywood,(323) 467-9500,3.3,,90028,CA,Los Angeles,6504 Hollywood Boulevard,Yes,Yes,No,No,No
Little Siam Thai Cuisine,(818) 785-5464,3.6,,91411,CA,Los Angeles,15046 Oxnard St,Yes,Yes,No,No,No
Via-Mar Seafood,(323) 255-4929,3.4,,90042,CA,Los Angeles,5111 N Figueroa St,No,No,No,No,No
Rosti Tuscan Kitchen,(818) 995-7179,3.7,,91436,CA,Los Angeles,16350 Ventura Blvd,Yes,Yes,Yes,No,No
El Tarasco,(310) 306-8552,3.6,,90292,CA,Venice,109 Washington Blvd,No,No,No,No,No
Bistro Ka Japanese Restaurant,(818) 340-1300,3.4,,91303,CA,Los Angeles,6600 Topanga Canyon Blvd #2010a,Yes,Yes,No,No,No
Ocha Classic,(213) 383-4249,3.6,,90005,CA,Los Angeles,835 S Vermont Ave,No,No,No,No,No
Hummus Bar & Grill,(818) 344-6606,3.6,,91356,CA,Los Angeles,18743 ventura blvd,Yes,Yes,No,No,No
Don Chuy's Mexican Restaurant,(310) 398-9606,3.9,,90230,CA,Los Angeles,11800 Jefferson Blvd.,No,Yes,Yes,No,No
Siam Sunset,(323) 467-8935,3.3,,90027,CA,Los Angeles,5265 W Sunset Blvd,No,No,No,No,No
Trastevere,(323) 962-3700,3.5,,90028,CA,Los Angeles,6801 Hollywood Blvd,No,No,No,No,No
Four Leaf Tea Room,(213) 784-6620,3.3,,90012,CA,Los Angeles,318 E 2nd St,Yes,Yes,Yes,No,No
Noho Pizza & Grill,(818) 766-1106,3.8,,91601,CA,Los Angeles,11300 Magnolia Blvd,Yes,Yes,Yes,No,No
En Sushi,(323) 664-1891,3.7,,90027,CA,Los Angeles,1972 Hillhurst Ave,No,No,No,No,No
La Casa de las Garnachas & Beer,(818) 891-0100,3.9,,91343,CA,Los Angeles,8755 Parthenia Pl,No,No,Yes,No,No
Gabby's Coney Dog,(310) 854-1172,3.2,,90069,CA,Los Angeles,8873 Sunset Blvd,Yes,Yes,No,No,No
Maria's Italian Kitchen,(818) 906-0783,3.6,,91423,CA,Los Angeles,13353 Ventura Blvd,Yes,Yes,Yes,No,No
Joni's Coffee Roasting Cafe,(310) 305-7147,3.5,,90292,CA,Los Angeles,552 Washington Blvd,No,No,No,No,No
Chinese Deli T & D,(818) 508-0333,3.5,,91601,CA,Los Angeles,4821 Lankershim Blvd,Yes,Yes,No,No,No
RPM Italian,(312) 222-1888,3.9,,60654,IL,Chicago,52 West Illinois Street,No,Yes,No,No,No
Sarkis Cafe,(847) 328-9703,4.1,Average $25 for two people (approx.),60201,IL,Chicago,2632 Gross Point Road,No,Yes,Yes,No,No
Goose Island Brewpub,(312) 915-0071,3.9,Average $45 for two people (approx.) with alcohol,60614,IL,Chicago,1800 N Clybourn Avenue,No,Yes,No,No,No
Glenn's Diner,(773) 506-1720,4.2,Average $40 for two people (approx.),60613,IL,Chicago,1820 W Montrose Avenue,No,Yes,Yes,No,No
The Wiener's Circle,(773) 477-7444,3.9,Average $15 for two people (approx.),60614,IL,Chicago,2622 N Clark Street,No,Yes,Yes,No,No
Rock Bottom Brewery,(312) 755-9339,3.8,Average $50 for two people (approx.) with alcohol,60610,IL,Chicago,1 W Grand Avenue,No,Yes,Yes,No,No
Chicago Chop House,(312) 787-7100,3.6,Average $130 for two people (approx.),60654,IL,Chicago,60 W Ontario Street,No,Yes,No,No,No
Joy's Noodles and Rice,(773) 327-8330,4.1,Average $30 for two people (approx.)Lunch menu $25 for two people (approx.),60657,IL,Chicago,3257 North Broadway Street,Yes,Yes,Yes,No,No
Joy Yee's Noodles,(312) 328-0001,3.8,Average $35 for two people (approx.)Lunch menu $20 for two people (approx.),60616,IL,Chicago,2139 S China Place,No,Yes,No,No,No
Tavern on Rush,(312) 664-9600,3.9,Average $80 for two people (approx.) with alcoholLunch menu $45 for two people (approx.),60611,IL,Chicago,1031 N Rush Street,No,Yes,Yes,No,No
Star of Siam,(312) 670-0100,3.7,Average $35 for two people (approx.),60611,IL,Chicago,11 East Illinois Street,No,Yes,No,No,No
Sable Kitchen & Bar,(312) 755-9704,3.9,Average $70 for two people (approx.) with alcohol,60654,IL,Chicago,505 N State Street,No,Yes,No,No,No
Eggsperience,(312) 870-6773,4.1,Average $35 for two people (approx.),60654,IL,Chicago,35 W Ontario Street,No,Yes,No,No,No
Jake Melnick's Corner Tap,(312) 266-0400,4.1,Average $55 for two people (approx.) with alcohol,60611,IL,Chicago,41 E Superior Street,Yes,Yes,Yes,No,No
The Cheesecake Factory,(312) 337-1101,3.7,Average $60 for two people (approx.)Lunch menu $35 for two people (approx.),60611,IL,Chicago,875 N Michigan Avenue,No,Yes,Yes,No,No
Rockit Bar & Grill,(312) 645-6000,3.9,Average $65 for two people (approx.) with alcoholLunch menu $50 for two people (approx.),60654,IL,Chicago,22 W Hubbard Street,Yes,Yes,Yes,No,No
Lawry's the Prime Rib,(312) 787-5000,3.9,Average $120 for two people (approx.),60611,IL,Chicago,100 E Ontario Street,No,Yes,No,Yes,No
Calo Ristorante,(773) 271-7782,4.3,Average $60 for two people (approx.)Lunch menu $40 for two people (approx.),60640,IL,Chicago,5343 N Clark Street,Yes,Yes,No,No,No
Yolk,(312) 787-2277,4.3,Average $35 for two people (approx.),60654,IL,Chicago,747 N Wells Street,No,Yes,No,No,No
Texas de Brazil,(847) 413-1600,4.1,Average $120 for two people (approx.)Lunch menu $60 for two people (approx.),60173,IL,Chicago,5 Woodfield Shopping Center,No,Yes,No,No,No
Medici on 57th,(773) 667-7394,4.2,Average $40 for two people (approx.),60637,IL,Chicago,1327 E 57th Street,Yes,Yes,Yes,No,No
BIN 36,(312) 995-6560,3.9,Average $150 for two people (approx.),60661,IL,Chicago,161 N Jefferson Street,No,No,Yes,No,No
Big Jones,(773) 275-5725,4.2,Average $65 for two people (approx.)Lunch menu $40 for two people (approx.),60640,IL,Chicago,5347 N. Clark Street,No,Yes,Yes,No,No
Walker Bros. Original Pancake House,(847) 251-6000,4.6,Average $25 for two people (approx.),60091,IL,Wilmette,153 Green Bay Road,No,Yes,No,No,No
Weber Grill Restaurant,(847) 413-0800,4,Average $100 for two people (approx.),60173,IL,Chicago,1010 N Meacham Road,No,Yes,Yes,Yes,No
Irazu,(773) 252-5687,4.4,Average $40 for two people (approx.),60647,IL,Chicago,1865 N Milwaukee Avenue,No,Yes,Yes,No,No
Green Zebra,(312) 243-7100,4.1,Average $50 for two people (approx.),60622,IL,Chicago,1460 W Chicago Avenue,No,No,No,No,No
Wishbone,(312) 850-2663,4,Average $40 for two people (approx.),60607,IL,Chicago,1001 West Washington Boulevard,Yes,Yes,Yes,No,No
Catch 35,(312) 346-3500,3.8,Average $80 for two people (approx.)Lunch menu $70 for two people (approx.),60601,IL,Chicago,35 W Upper Wacker Drive,No,Yes,No,No,No
Yu's Mandarin Restaurant,(847) 882-5340,4.1,Average $50 for two people (approx.),60173,IL,Chicago,200 E Golf Road,Yes,Yes,No,No,No
Big Bowl,(312) 951-1888,4,Average $45 for two people (approx.),60611,IL,Chicago,60 E Ohio Street,Yes,Yes,No,No,No
Oysy Sushi,(312) 670-6750,3.8,Average $65 for two people (approx.),60611,IL,Chicago,50 E Grand Avenue,Yes,Yes,No,No,No
Piccolo Sogno,(312) 421-0077,4.1,Average $90 for two people (approx.)Lunch menu $55 for two people (approx.),60622,IL,Chicago,464 N. Halsted Street,No,Yes,Yes,No,No
Friends Sushi,(312) 787-8998,4.2,Average $45 for two people (approx.)Lunch menu $35 for two people (approx.),60611,IL,Chicago,710 North Rush Street,No,Yes,Yes,No,No
Meli Cafe,(312) 454-0748,4.2,Average $40 for two people (approx.),60661,IL,Chicago,301 S Halsted Street,No,Yes,No,No,No
Haymarket Pub & Brewery,(312) 638-0700,3.7,Average $40 for two people (approx.) with alcohol,60661,IL,Chicago,737 W Randolph Street,No,Yes,Yes,No,No
Orange,(773) 549-7833,3.6,Average $35 for two people (approx.),60614,IL,Chicago,2413 N. Clark Street,No,Yes,No,No,No
Pita Inn,(847) 677-0211,4.4,Average $25 for two people (approx.),60076,IL,Chicago,4710 Dempster Street,No,Yes,No,No,No
mk The Restaurant,(312) 482-9179,3.9,Average $75 for two people (approx.),60610,IL,Chicago,868 N. Franklin Street,No,No,Yes,No,No
Sweet Mandy B's,(773) 244-1174,4.1,Average $20 for two people (approx.),60614,IL,Chicago,1208 W. Webster Avenue,No,Yes,Yes,No,No
Al's Italian Beef,(312) 226-4017,3.8,Average $20 for two people (approx.),60607,IL,Chicago,1079 W Taylor Street,No,Yes,Yes,No,No
Adobo Grill,(312) 266-7999,3.8,Average $35 for two people (approx.),60610,IL,Chicago,215 W North Avenue,No,Yes,Yes,No,No
Ralph Lauren Bar & Grill,(312) 475-1100,4.1,Average $150 for two people (approx.),60611,IL,Chicago,115 E Chicago Avenue,No,Yes,Yes,No,No
India House,(312) 645-9500,3.9,Average $60 for two people (approx.)Lunch menu $40 for two people (approx.),60610,IL,Chicago,59 W Grand Avenue,No,Yes,No,No,No
Tapas Barcelona,(847) 866-9900,4.3,Average $45 for two people (approx.),60201,IL,Chicago,1615 Chicago Avenue,No,Yes,Yes,No,No
Benny's Chop House,(312) 626-2444,4,Average $120 for two people (approx.)Lunch menu $80 for two people (approx.),60611,IL,Chicago,444 N. Wabash Avenue,No,Yes,No,No,No
Magnolia Bakery,(312) 346-7777,3.6,Average $15 for two people (approx.),60602,IL,Chicago,Block 37,No,No,No,No,No
Paradise Pup,(847) 699-8590,4.5,Average $20 for two people (approx.),60016,IL,Des Plaines,1724 S River Road,No,Yes,Yes,No,No
Wildberry Pancakes & Cafe,(847) 517-4000,4.5,Average $40 for two people (approx.),60173,IL,Chicago,1383 N Meacham Road,No,Yes,No,No,No
R.J. Grunts,(773) 929-5363,4.2,Average $75 for two people (approx.),60614,IL,Chicago,2056 N Lincoln Park West,Yes,Yes,No,No,No
The Bristol,(773) 862-5555,4.2,Average $80 for two people (approx.),60647,IL,Chicago,2152 N Damen Avenue,No,Yes,No,Yes,No
Vermilion,(312) 527-4060,3.6,Average $80 for two people (approx.)Lunch menu $40 for two people (approx.),60610,IL,Chicago,10 W. Hubbard Street,No,No,Yes,No,No
Three Dots and a Dash,(312) 610-4220,3.6,Average $85 for two people (approx.) with alcohol,60654,IL,Chicago,435 North Clark Street,No,No,No,No,No
Johnnie's Beef,(708) 452-6000,4.6,Average $20 for two people (approx.),60707,IL,Chicago,7500 W North Avenue,No,Yes,Yes,No,No
Phoenix,(312) 328-0848,3.9,Average $50 for two people (approx.),60616,IL,Chicago,2131 S Archer Avenue,Yes,Yes,No,Yes,No
Antique Taco,(773) 687-8697,4.1,Average $35 for two people (approx.),60622,IL,Chicago,1360 N. Milwaukee Avenue,No,Yes,No,No,No
Julius Meinl,(773) 868-1857,4.3,Average $35 for two people (approx.),60613,IL,Chicago,3601 N Southport Avenue,No,Yes,Yes,No,No
Davanti Enoteca,(312) 226-5550,4.5,Average $60 for two people (approx.),60607,IL,Chicago,1359 W Taylor Street,No,Yes,No,No,No
Sprinkles Cupcakes,(312) 573-1600,4.2,Average $10 for two people (approx.),60611,IL,Chicago,50 E. Walton Street,Yes,Yes,No,No,No
Wishbone,(773) 549-2663,4.1,Average $40 for two people (approx.)Lunch menu $30 for two people (approx.),60657,IL,Chicago,3300 N. Lincoln Avenue,Yes,Yes,Yes,No,No
Sepia,(312) 441-1920,3.8,Average $90 for two people (approx.)Lunch menu $45 for two people (approx.),60661,IL,Chicago,123 North Jefferson Street,No,No,Yes,No,No
San Soo Gab San,(773) 334-1589,4.3,Average $65 for two people (approx.),60625,IL,Chicago,5247 N. Western Avenue,No,Yes,No,No,No
Wilde Bar & Restaurant,(773) 244-0404,4.2,Average $40 for two people (approx.) with alcohol,60657,IL,Chicago,3130 N Broadway Street,No,Yes,Yes,No,No
Pilot Pete's,(847) 891-5100,4,Average $30 for two people (approx.) with alcohol,60193,IL,Chicago,905 W Irving Park Road,No,Yes,No,No,No
Tavern at the Park,(312) 552-0070,4.1,Average $60 for two people (approx.),60601,IL,Chicago,130 E Randolph Street,No,Yes,Yes,No,No
Toast,(773) 935-5600,4.4,Average $35 for two people (approx.),60614,IL,Chicago,746 W Webster Avenue,No,Yes,No,No,No
Chicago Q,(312) 642-1160,4.2,Average $40 for two people (approx.),60610,IL,Chicago,1160 N Dearborn Street,No,Yes,Yes,No,No
Smith & Wollensky,(312) 670-9900,3.7,Average $130 for two people (approx.)Lunch menu $80 for two people (approx.),60654,IL,Chicago,318 North State Street,No,Yes,Yes,Yes,No
Trenchermen,(773) 661-1540,3.6,Average $70 for two people (approx.) with alcohol,60647,IL,Chicago,2039 W. North Avenue,No,No,No,No,No
Belly Shack,(773) 252-1414,4.1,Average $30 for two people (approx.),60647,IL,Chicago,1912 N Western Avenue,No,Yes,No,No,No
Edzo's Burger Shop,(847) 864-3396,4.4,Average $20 for two people (approx.),60201,IL,Evanston,1571 Sherman Avenue,Yes,Yes,No,No,No
Green Street Smoked Meats,(312) 754-0434,3.7,Average $65 for two people (approx.),60607,IL,Chicago,112 N Green Street,No,Yes,No,No,No
Niu Japanese Fusion Lounge,(312) 527-2888,4,Average $50 for two people (approx.) with alcoholLunch menu $40 for two people (approx.),60611,IL,Chicago,332 E Illinois Street,Yes,Yes,Yes,Yes,No
Zed451,(312) 266-6691,4,Average $100 for two people (approx.),60654,IL,Chicago,739 North Clark Street,No,Yes,Yes,No,No
Havana,(312) 644-1900,3.8,Average $55 for two people (approx.) with alcohol,60654,IL,Chicago,412 N Clark Street,No,Yes,No,No,No
Bang Bang Pie Shop,(773) 276-8888,4.3,Average $25 for two people (approx.),60647,IL,Chicago,2051 N California Avenue,No,Yes,Yes,No,No
Hot Woks Cool Sushi,(312) 345-1234,3.9,Average $35 for two people (approx.),60603,IL,Chicago,30 S Michigan Avenue,Yes,Yes,Yes,No,No
Lola,(206) 441-1430,3.8,Average $70 for two people (approx.) with alcohol,98121,WA,Seattle,Hotel Andra,No,Yes,Yes,No,No
Pike Place Chowder,(206) 267-2537,4.2,Average $20 for two people (approx.),98101,WA,Seattle,Pike Place Market,No,Yes,Yes,No,No
Canlis,(206) 283-3313,3.7,Average $150 for two people (approx.) with alcohol,98109,WA,Seattle,2576 Aurora Avenue North,No,No,No,Yes,No
Portage Bay Cafe,(206) 547-8230,3.8,Average $45 for two people (approx.),98105,WA,Seattle,University Inn,No,Yes,Yes,No,No
Piroshky Piroshky,(206) 441-6068,4.1,Average $15 for two people (approx.),98101,WA,Seattle,Pike Place Market,No,Yes,No,No,No
Serious Pie,(206) 838-7388,3.8,Average $40 for two people (approx.),98101,WA,Seattle,316 Virginia Street,No,Yes,No,No,No
Dahlia Lounge,(206) 682-4142,3.6,Average $100 for two people (approx.),98121,WA,Seattle,2001 4th Avenue,No,Yes,No,No,No
Steelhead Diner,(206) 625-0129,3.5,Average $45 for two people (approx.),98101,WA,Seattle,95 Pine Street,No,Yes,Yes,No,No
Japonessa Sushi Cocina,(206) 971-7979,4.4,Average $50 for two people (approx.),98101,WA,Seattle,1400 1st Avenue,No,Yes,Yes,No,No
Pink Door,(206) 443-3241,3.9,Average $100 for two people (approx.) with alcohol,98101,WA,Seattle,Pike Place Market,No,Yes,Yes,No,No
Purple Cafe and Wine Bar,(206) 829-2280,3.7,Average $80 for two people (approx.),98101,WA,Seattle,1225 4th Avenue,No,Yes,Yes,No,No
Quinn's,(206) 325-7711,4,Average $65 for two people (approx.) with alcohol,98122,WA,Seattle,1001 East Pike Street,No,Yes,No,No,No
Toulouse Petit,(206) 432-9069,3.9,Average $80 for two people (approx.) with alcohol,98109,WA,Seattle,601 Queen Anne Avenue N,No,Yes,No,No,No
Crab Pot,(206) 624-1890,3.4,Average $60 for two people (approx.),98101,WA,Seattle,Pier 57,No,Yes,Yes,No,No
Metropolitan Grill,(206) 624-3287,3.8,Average $95 for two people (approx.),98104,WA,Seattle,820 2nd Avenue,No,Yes,No,Yes,No
La Carta de Oaxaca,(206) 782-8722,3.9,Average $35 for two people (approx.),98107,WA,Seattle,5431 Ballard Avenue NW,No,Yes,Yes,No,No
Skillet Diner,(206) 512-2001,3.8,Average $45 for two people (approx.),98122,WA,Seattle,1400 East Union Street,No,Yes,Yes,No,No
The Harvest Vine,(206) 320-9771,4.9,Average $70 for two people (approx.),98112,WA,Seattle,2701 East Madison Street,No,No,Yes,No,No
5 Spot,(206) 285-7768,3.7,Average $55 for two people (approx.) with alcohol,98109,WA,Seattle,1502 Queen Anne Avenue North,No,Yes,No,No,No
Salty's,(206) 937-1600,3.3,Average $120 for two people (approx.)Lunch menu $100 for two people (approx.),98126,WA,Seattle,1936 Harbor Avenue SW,No,Yes,Yes,No,No
Agua Verde Cafe,(206) 545-8570,3.2,Average $30 for two people (approx.)Lunch menu $25 for two people (approx.),98105,WA,Seattle,1303 NE Boat Street,No,Yes,Yes,No,No
Palace Kitchen,(206) 448-2001,3.9,Average $90 for two people (approx.) with alcohol,98121,WA,Seattle,2030 5th Avenue,No,Yes,No,No,No
Umi Sake House,(206) 374-8717,3.7,Average $75 for two people (approx.) with alcohol,98121,WA,Seattle,2230 1st Avenue,No,Yes,No,No,No
Macrina Bakery,(206) 448-4032,4.3,Average $25 for two people (approx.),98121,WA,Seattle,2408 1st Avenue,No,Yes,Yes,No,No
Sitka & Spruce Bar,(206) 324-0662,3.6,Average $65 for two people (approx.) with alcohol,98122,WA,Seattle,Melrose Market,No,No,No,No,No
Etta's Seafood,(206) 443-6000,3.7,Average $55 for two people (approx.),98121,WA,Seattle,2020 Western Avenue,No,Yes,Yes,No,No
Elliott's Oyster House,(206) 623-4340,3.9,Average $110 for two people (approx.),98101,WA,Seattle,Pier 56,No,No,Yes,No,No
Taste of India,(206) 528-1575,3.9,Average $50 for two people (approx.)Lunch menu $30 for two people (approx.),98105,WA,Seattle,5517 Roosevelt Way NE,Yes,Yes,Yes,No,No
Molly Moon's,(206) 547-5105,3.8,Average $15 for two people (approx.),98103,WA,Seattle,1622 1/2 North 45th Street,No,Yes,Yes,No,No
Monsoon,(206) 325-2111,3.7,Average $50 for two people (approx.) with alcohol,98112,WA,Seattle,615 19th Avenue E,Yes,Yes,Yes,No,No
La Isla,(206) 789-0516,3.9,Average $50 for two people (approx.) with alcohol,98107,WA,Seattle,2320 NW Market Street,No,Yes,Yes,No,No
Cafe Flora,(206) 325-9100,3.9,Average $65 for two people (approx.),98112,WA,Seattle,2901 East Madison Street,No,Yes,Yes,Yes,No
Buddha Ruksa,(206) 937-7676,4.1,Average $75 for two people (approx.),98126,WA,Seattle,3520 SW Genesee Street,No,No,No,No,No
The Cheesecake Factory,(206) 652-5400,3.3,Average $45 for two people (approx.),98101,WA,Seattle,700 Pike Street,No,Yes,No,No,No
Oddfellows Cafe & Bar,(206) 325-0807,4.1,Average $75 for two people (approx.) with alcohol,98122,WA,Seattle,1525 10th Avenue,No,No,Yes,No,No
Jade Garden,(206) 622-8181,3.7,Average $35 for two people (approx.),98104,WA,Seattle,424 7th Avenue South,No,Yes,No,No,No
Cafe Besalu,(206) 789-1463,4.3,Average $15 for two people (approx.),98107,WA,Seattle,5909 24th Avenue NW,No,Yes,No,No,No
Cascina Spinasse,(206) 251-7673,4.5,Average $75 for two people (approx.),98122,WA,Seattle,1531 14th Avenue,No,Yes,Yes,No,No
Via Tribunali,(206) 322-9234,3.9,Average $65 for two people (approx.) with alcohol,98122,WA,Seattle,913 East Pike Street,No,Yes,No,No,No
Coastal Kitchen,(206) 322-1145,3.7,Average $65 for two people (approx.) with alcohol,98112,WA,Seattle,429 15th Avenue E,No,No,Yes,No,No
Le Panier,(206) 441-3669,4.4,Average $20 for two people (approx.),98101,WA,Seattle,Pike Place Market,No,Yes,No,No,No
Portage Bay Cafe,(206) 462-6400,3.5,Average $40 for two people (approx.),98109,WA,Seattle,391 Terry Avenue North,No,Yes,Yes,No,No
Beth's Cafe,(206) 782-5588,3.6,Average $50 for two people (approx.),98103,WA,Seattle,7311 Aurora Avenue North,No,No,No,No,No
Westward,(206) 552-8215,3.8,Average $70 for two people (approx.),98103,WA,Seattle,2501 North Northlake Way,No,No,Yes,No,No
Mamnoon,(206) 906-9606,4,Average $50 for two people (approx.),98122,WA,Seattle,1508 Melrose Avenue,No,Yes,Yes,No,No
The Whale Wins,(206) 632-9425,3.5,Average $60 for two people (approx.) ,98103,WA,Seattle,3506 Stone Way N,No,No,Yes,No,No
