Restaurant Name,Phone,Rate,Price,Zipcode,State,City,Address,Has Delivery,Has Take-out,Has outdoor seating,Parking
Italian Homemade Company,(415) 712-8874,4_half,$$,94133,CA,San Francisco,716 Columbus Ave,No,Yes,Yes,Street
Truly Mediterranean,(415) 252-7482,4,$,94103,CA,San Francisco,3109 16th St,No,Yes,Yes,Street
Four Barrel Coffee,(415) 252-0800,4,$,94103,CA,San Francisco,375 Valencia St,No,Yes,Yes,Street
Heirloom Cafe,(415) 821-2500,4,$$$,94110,CA,San Francisco,2500 Folsom St,No,No,No,Street
Philz Coffee,(415) 423-1474,4_half,$,94107,CA,San Francisco,1258 Minnesota St,No,Yes,Yes,Street
Shotwell’s,(415) 648-4104,4_half,$,94110,CA,San Francisco,3349 20th St,No,No,No,Street
Bacon Bacon,(415) 218-4347,4,$,94117,CA,San Francisco,205 A Frederick St,No,Yes,No,Street
Azucar Lounge,(415) 255-2982,4,$$,94103,CA,San Francisco,299 9th St,No,Yes,No,Street
The Pizza Shop,(415) 824-1840,4_half,$,94110,CA,San Francisco,3104 24th St,No,Yes,No,Street
Chez Maman,(415) 655-9542,4_half,$$,94107,CA,San Francisco,1401 18th St,No,Yes,Yes,Street
Lucky 13,(415) 487-1313,4,$,94114,CA,San Francisco,2140 Market St,No,No,Yes,Street
Rusty’s Southern,(415) 638-6974,4_half,$$,94109,CA,San Francisco,750 Ellis St,No,Yes,No,Street
Mount Sutro,,4_half,,94143,CA,San Francisco,Medical Ctr Way,No,No,No,No
La Folie,(415) 776-5577,4_half,$$$$,94109,CA,San Francisco,2316 Polk St,No,No,No,Valet
Estela’s Fresh Sandwiches,(415) 553-6068,4,$,94117,CA,San Francisco,250 Fillmore St,No,Yes,No,Street
The Italian Homemade Company,(415) 655-9325,4_half,$$,94123,CA,San Francisco,1919 Union St,No,Yes,No,Street
Tselogs SF,(415) 658-7142,4_half,$,94102,CA,San Francisco,552 Jones St,No,Yes,No,Street
Garaje,(415) 644-0838,4_half,$$,94107,CA,San Francisco,475 3rd St,No,Yes,No,Street
Chiotras Grocery,(415) 824-2353,4_half,$,94107,CA,San Francisco,858 Rhode Island St,No,Yes,Yes,Street
Molinari Delicatessen,(415) 421-2337,4_half,$$,94133,CA,San Francisco,373 Columbus Ave,No,Yes,Yes,Street
Petite Deli & Picnic,(415) 374-7351,4_half,$,94133,CA,San Francisco,752 Columbus Ave,No,Yes,Yes,Street
Film Night in the Park,(415) 465-3456,5,,94107,CA,San Francisco,San Francisco,No,No,No,No
Delfina,(415) 552-4055,4,$$$,94110,CA,San Francisco,3621 18th St,No,Yes,No,Street
New College Hill Market,(415) 285-2147,4_half,$,94110,CA,San Francisco,3798 Mission St,No,Yes,No,Street
Kiss Seafood,(415) 474-2866,4,$$$$,94115,CA,San Francisco,1700 Laguna St,No,No,No,Street
Tender,(415) 589-7879,4_half,$$,94109,CA,San Francisco,854 Geary St,No,No,No,Street
Waffle Mania Truck,,4_half,$,94102,CA,San Francisco,1182 Market St,No,Yes,Yes,Street
Kitchen Istanbul,(415) 915-9847,4_half,$$,94118,CA,San Francisco,349 Clement St,No,Yes,Yes,Street
Street Taco,(415) 525-4435,4_half,$,94117,CA,San Francisco,1607 Haight St,No,Yes,No,Street
La Espiga De Oro,(415) 826-1363,4_half,$,94110,CA,San Francisco,2916 24th St,No,Yes,No,Street
Alimento,(415) 296-9463,4_half,$,94133,CA,San Francisco,507 Columbus Ave,No,Yes,Yes,Street
Mission Picnic,(415) 735-3080,4,$$,94110,CA,San Francisco,3275 22nd St,Yes,Yes,No,"Garage, Street"
Firepie,(415) 213-2300,4_half,$$,94110,CA,San Francisco,3498 Cesar Chavez St,Yes,Yes,No,No
Reem’s,(510) 852-9390,4_half,$,94110,CA,San Francisco,2948 Folsom St,No,No,Yes,No
Blue Bottle Coffee Co,(510) 653-3394,4,$$,94103,CA,San Francisco,66 Mint St,No,Yes,Yes,Street
Strawberry Hill,,5,,94159,CA,San Francisco,50 Stow Lake Dr,No,No,No,No
Benu,(415) 685-4860,4_half,$$$$,94105,CA,San Francisco,22 Hawthorne St,No,No,No,Valet
L&G Vietnamese Sandwich,(415) 345-1878,4_half,$,94109,CA,San Francisco,602 Eddy St,No,Yes,No,No
Bar 587,(415) 817-1712,4_half,$$,94102,CA,San Francisco,587 Post St,No,No,No,Street
Walzwerk,(415) 551-7181,4,$$,94103,CA,San Francisco,381 S Van Ness Ave,No,Yes,No,Street
Kokkari Estiatorio,(415) 981-0983,4_half,$$$,94111,CA,San Francisco,200 Jackson St,No,No,No,Street
Box Kitchen,(415) 580-7170,4_half,$,94103,CA,San Francisco,431 Natoma St,No,Yes,No,Street
Coffee Bar,(415) 551-8100,4,$,94110,CA,San Francisco,1890 Bryant St,No,Yes,Yes,Street
Cafe de Casa,(415) 345-1055,4_half,$$,94133,CA,San Francisco,2701 Leavenworth St,No,Yes,No,No
House of Prime Rib,(415) 885-4605,4,$$$,94109,CA,San Francisco,1906 Van Ness Ave,No,No,No,Valet
Golden Gate Park Children’s Playground,,4_half,,94117,CA,San Francisco,Near Park Entrance At Haight and Stanyan St,No,No,No,Street
Beanstalk Cafe,(415) 576-1966,4_half,$,94108,CA,San Francisco,724 Bush St,Yes,Yes,Yes,"Garage, Street"
Chapeau!,(415) 750-9787,4_half,$$$,94118,CA,San Francisco,126 Clement St,No,No,No,Street
Pearl’s Deluxe Burgers,(415) 409-6120,4,$$,94109,CA,San Francisco,708 Post St,No,Yes,No,Street
Craftsman and Wolves,(415) 913-7713,4,$$,94110,CA,San Francisco,746 Valencia St,No,Yes,Yes,Street
Firefly Restaurant,(415) 821-7652,4,$$$,94114,CA,San Francisco,4288 24th St,No,No,No,Street
Piccolo Forno,(415) 757-0087,4_half,$$,94133,CA,San Francisco,725 Columbus Ave,No,Yes,Yes,Street
Huntington Park,,4_half,,94108,CA,San Francisco,California St & Cushman St,No,No,No,Garage
Black Hammer Brewing,(415) 758-2223,4_half,$$,94107,CA,San Francisco,544 Bryant St,No,No,Yes,Street
Hopwater Distribution,,4_half,$$,94108,CA,San Francisco,850 Bush St,No,No,No,Street
Souvla,(415) 400-5458,4,$$,94102,CA,San Francisco,517 Hayes St,No,Yes,Yes,Street
Range Restaurant,(415) 282-8283,4,$$$,94110,CA,San Francisco,842 Valencia St,No,No,No,Street
Hai Ky Mi Gia,(415) 771-2577,4,$,94109,CA,San Francisco,707 Ellis St,No,Yes,No,Street
La Taqueria,(415) 285-7117,4,$,94110,CA,San Francisco,2889 Mission St,No,Yes,Yes,Street
Wooly Pig Cafe,(415) 592-8015,4_half,$,94122,CA,San Francisco,205 Hugo St,No,Yes,Yes,Street
Nara Restaurant & Sake Bar,(415) 638-6124,4_half,$$,94117,CA,San Francisco,518 Haight St,No,Yes,No,Street
Kitchen Story,(415) 525-4905,4,$$,94114,CA,San Francisco,3499 16th St,Yes,Yes,Yes,Street
Jump Start Coffee & Grocery,(415) 642-7555,4_half,$,94110,CA,San Francisco,1192 Guerrero St,No,Yes,Yes,Street
Tierra Mia Coffee,(415) 525-3142,4_half,$,94110,CA,San Francisco,3188 Mission St,No,Yes,Yes,Street
Keiko à Nob Hill,(415) 829-7141,4_half,$$$$,94109,CA,San Francisco,1250 Jones St,No,No,No,Street
Hot Press,(415) 814-3814,4_half,$,94110,CA,San Francisco,2966 Mission St,Yes,Yes,Yes,Street
Canela Bistro & Wine Bar,(415) 552-3000,4,$$,94114,CA,San Francisco,2272 Market St,No,Yes,Yes,Street
Hogwash,(415) 361-5500,4_half,$$,94102,CA,San Francisco,582 Sutter St,No,Yes,No,Street
24th Street Mini Park,(415) 717-2872,5,,94110,CA,San Francisco,24th St & York St,No,No,No,No
Sweet Chinito,(415) 821-3388,4_half,$,94110,CA,San Francisco,3100 Mission St,No,Yes,No,Street
DragonEats,(415) 795-1469,4,$,94102,CA,San Francisco,520 Gough St,No,Yes,No,Street
Cafe International,(415) 552-7390,4,$,94117,CA,San Francisco,508 Haight St,No,Yes,Yes,Street
Love N Haight Deli,(415) 252-8190,4,$,94117,CA,San Francisco,553 Haight St,No,Yes,No,Street
Parada 22,(415) 750-1111,4,$$,94117,CA,San Francisco,1805 Haight St,Yes,Yes,No,Street
Taqueria Vallarta,(415) 826-8116,4,$,94110,CA,San Francisco,3033 24th St,No,Yes,No,Street
Vega Cafe,(415) 260-1262,4_half,$,94103,CA,San Francisco,1246 Folsom St,No,No,No,Street
Tara Indian Cuisine,(415) 861-6655,4_half,$$,94114,CA,San Francisco,2217 Market St,Yes,Yes,No,Street
Taqueria Cancún,(415) 252-9560,4,$,94110,CA,San Francisco,2288 Mission St,No,Yes,No,Street
Corridor Cafe,(415) 400-4979,4_half,$$,94102,CA,San Francisco,100 Van Ness Ave,No,Yes,Yes,Street
Sweet Maple,(415) 655-9169,4,$$,94115,CA,San Francisco,2101 Sutter St,No,Yes,Yes,Street
Eno Wine Bar,(415) 678-5321,4_half,$$,94102,CA,San Francisco,320 Geary St,No,No,No,Street
HRD,(415) 543-2355,4_half,$,94107,CA,San Francisco,521A 3rd St,Yes,Yes,No,Street
Stones Throw,(415) 796-2901,4_half,$$$,94109,CA,San Francisco,1896 Hyde St,No,No,No,Street
Urban Putt,(415) 341-1080,4,$$,94110,CA,San Francisco,1096 S Van Ness Ave,No,No,No,Street
Tortas Los Picudos,(415) 824-4199,4_half,$,94110,CA,San Francisco,2969 24th St,No,Yes,No,Street
Roxie Food Center,(415) 587-2345,4_half,$,94112,CA,San Francisco,1901 San Jose Ave,No,Yes,No,Street
AK Subs,(415) 241-9600,4,$,94103,CA,San Francisco,397 8th St,Yes,Yes,No,"Street, Private Lot"
Irving Subs,(415) 566-3155,4_half,$,94122,CA,San Francisco,1298 12th Ave,Yes,Yes,No,Street
Bite,(415) 563-2483,4_half,$,94104,CA,San Francisco,912 Sutter St,No,Yes,Yes,Street
Topsy’s Fun House,(415) 757-0290,4_half,$$,94108,CA,San Francisco,260 Kearny St,No,No,Yes,Street
Elephant Sushi,(415) 374-7186,4_half,$$,94109,CA,San Francisco,705 Geary St,No,No,No,Street
Neighbor’s Corner Market,,4_half,$$,94114,CA,San Francisco,499 Douglass St,No,Yes,Yes,Street
Frascati,(415) 928-1406,4_half,$$$,94109,CA,San Francisco,1901 Hyde St,No,Yes,No,Street
Rooster & Rice,(415) 776-3647,4_half,$$,94123,CA,San Francisco,2211 Filbert St,No,Yes,Yes,Street
Java Supreme,(415) 206-1832,4_half,$,94110,CA,San Francisco,703 Guerrero St,No,Yes,No,Street
Woodhouse Fish Company,(415) 437-2722,4,$$,94114,CA,San Francisco,2073 Market St,No,Yes,No,Street
Martuni’s,(415) 241-0205,4,$$,94103,CA,San Francisco,4 Valencia St,No,No,No,Street
Mathilde French Bistro,(415) 546-6128,4_half,$$$,94107,CA,San Francisco,315 5th St,No,Yes,Yes,No
Third Rail,(415) 252-7966,4_half,$$,94107,CA,San Francisco,628 20th St,No,No,No,Street
Eiji,(415) 558-8149,4,$$,94114,CA,San Francisco,317 Sanchez St,No,Yes,No,Street
Elite Audio Coffee Bar,(415) 795-1149,4_half,$$,94107,CA,San Francisco,893A Folsom St,No,Yes,No,Street
Noeteca,(415) 824-5524,4_half,$$,94110,CA,San Francisco,1551 Dolores St,No,Yes,Yes,Street
Foreign Cinema,(415) 648-7600,4,$$$,94110,CA,San Francisco,2534 Mission St,No,No,Yes,"Valet, Street"
Last Call Bar,(415) 861-1310,4_half,$,94114,CA,San Francisco,3988 18th St,No,No,No,Street
Wako Japanese Restaurant,(415) 682-4875,4_half,$$$$,94118,CA,San Francisco,211 Clement St,No,No,No,Street
Old Jerusalem Restaurant,(415) 642-5958,4,$$,94110,CA,San Francisco,2976 Mission St,No,Yes,No,Street
Blue Bottle Coffee,(510) 653-3394,4_half,$$,94103,CA,San Francisco,1355 Market St,No,Yes,Yes,Street
Caffe Ambrosia,(415) 362-0538,4_half,$,94104,CA,San Francisco,14 Trinity Pl,No,Yes,Yes,Street
Swan Oyster Depot,(415) 673-1101,4,$$,94109,CA,San Francisco,1517 Polk St,No,Yes,No,Street
Mr Pollo,(860) 912-9168,4,$$,94110,CA,San Francisco,2823 Mission St,No,No,No,Street
Philz Coffee,(415) 814-8096,4_half,$,94107,CA,San Francisco,1775 17th St,No,Yes,Yes,Street
Mission Public,(415) 525-4175,4,$,94103,CA,San Francisco,233 14th St,No,Yes,No,Street
The Social Study,(415) 292-7417,4,$$,94115,CA,San Francisco,1795 Geary Blvd,No,No,No,Street
Capital One Café,(415) 248-4920,4_half,$,94108,CA,San Francisco,101 Post St,No,Yes,No,Street
Poke Delish,(628) 777-6772,4_half,$$,94114,CA,San Francisco,2175 Market Street,No,Yes,Yes,Street
Chai Bar By David Rio,(415) 865-0677,4,$,94103,CA,San Francisco,1019 Market St,No,Yes,Yes,Street
Handy Deli,(415) 681-3323,4_half,$,94122,CA,San Francisco,1815 Irving St,No,Yes,Yes,Street
La Fusión,(415) 781-0894,4_half,$$,94104,CA,San Francisco,475 Pine St,No,Yes,No,Street
Dottie’s True Blue Cafe,(415) 885-2767,4,$$,94103,CA,San Francisco,28 6th St,No,Yes,No,Street
The Beer Hall,(415) 800-7416,4_half,$$,94102,CA,San Francisco,1 Polk St,No,No,No,Street
Leopold’s,(415) 474-2000,4_half,$$,94109,CA,San Francisco,2400 Polk St,No,No,No,Street
Noc Noc,(415) 861-5811,4,$,94117,CA,San Francisco,557 Haight St,No,No,No,Street
Alamo Square Market & Deli,(415) 861-7120,4,$,94117,CA,San Francisco,535 Scott St,No,Yes,Yes,Street
Réveille Coffee Co.,(415) 789-6258,4,$,94114,CA,San Francisco,4076 18th St,No,Yes,Yes,Street
El Buen Comer,(415) 248-1332,5,$,94114,CA,San Francisco,3861 24th St & Sanchez,Yes,Yes,Yes,Street
Paulie’s Pickling,(415) 285-0800,4_half,$,94110,CA,San Francisco,331 Cortland Ave,No,Yes,No,Street
Sightglass Coffee,(415) 861-1313,4,$$,94103,CA,San Francisco,270 7th St,No,Yes,No,Street
Two Sisters Bar and Books,(415) 863-3655,4,$$,94102,CA,San Francisco,579 Hayes St,No,No,Yes,Street
Swirl on Castro,(415) 864-2262,4_half,$$,94114,CA,San Francisco,572 Castro St,No,No,No,Street
Cafe Europa,(415) 386-1000,4_half,$$,94118,CA,San Francisco,4318 California St,No,Yes,No,Street
InoVino,(415) 681-3770,4_half,$$,94117,CA,San Francisco,108B Carl St,No,Yes,Yes,Street
Long Bridge Pizza,(415) 829-8999,4_half,$$,94107,CA,San Francisco,2347 3rd St,No,Yes,No,Street
The Richmond,(415) 379-8988,4_half,$$$,94118,CA,San Francisco,615 Balboa St,No,No,No,Street
Taylor Street Coffee Shop,(415) 567-4031,4,$$,94102,CA,San Francisco,375 Taylor St,No,Yes,No,Street
The House,(415) 986-8612,4_half,$$$,94133,CA,San Francisco,1230 Grant Ave,No,Yes,No,Street
Twin Peaks,(415) 831-2700,4_half,,94114,CA,San Francisco,501 Twin Peaks Blvd,No,No,No,Street
Saint Frank Coffee,(415) 775-1619,4_half,$,94109,CA,San Francisco,2340 Polk St,No,Yes,Yes,Street
Bluxome Street Winery,(415) 543-5353,4_half,$$,94107,CA,San Francisco,53 Bluxome St,No,No,No,Street
Church Street Groceteria,(415) 660-5147,4_half,$,94114,CA,San Francisco,300 Church St,No,Yes,No,Street
Butter,(415) 863-5964,4,$,94103,CA,San Francisco,354 11th St,No,Yes,Yes,Street
Lers Ros Thai,(415) 931-6917,4,$$,94109,CA,San Francisco,730 Larkin St,Yes,Yes,No,"Garage, Street"
Mission Dolores,(415) 621-8203,4_half,,94114,CA,San Francisco,3321 16th St,No,No,No,No
Two Sons’ Sandwiches,(415) 863-1213,4_half,$,94103,CA,San Francisco,2249 17th St,No,Yes,Yes,Street
Cafe St. Jorge,(415) 814-2028,4_half,$$,94110,CA,San Francisco,3438 Mission St,No,Yes,No,Street
Stuffed,(415) 642-1069,4_half,$$,94110,CA,San Francisco,2788 Mission St,No,Yes,Yes,Street
El Farolito,(415) 641-0758,4,$,94110,CA,San Francisco,2950 24th St,No,Yes,No,Street
Sutter St. Cafe,(415) 362-8342,4_half,$,94108,CA,San Francisco,450 Sutter St,No,Yes,No,Garage
Submarine Center,(415) 564-1455,4_half,$,94127,CA,San Francisco,820 Ulloa St,No,Yes,No,Street
Gallardos Mexican Restaurant,(415) 436-9387,4,$,94110,CA,San Francisco,3248 18th St,No,Yes,Yes,Street
High Treason,(415) 742-5256,4_half,$$,94118,CA,San Francisco,443 Clement Street,No,No,No,No
Cervecería de Mateveza,(415) 273-9295,4,$$,94114,CA,San Francisco,3801 18th St,No,Yes,Yes,Street
Spin City Launderette & Coffee Bar,(415) 695-2939,4_half,$,94114,CA,San Francisco,1299 Sanchez St,No,Yes,Yes,Street
Sophie’s Crepes,(415) 929-7732,4,$,94115,CA,San Francisco,1581 Webster St,No,Yes,No,"Garage, Street"
Zaytoon Mediterranean Wraps,(415) 824-1787,4,$,94110,CA,San Francisco,1136 Valencia St,No,Yes,Yes,Street
Mojo Bicycle Café,(415) 440-2338,4,$,94117,CA,San Francisco,639 Divisadero St,No,Yes,Yes,Street
El Metate Restaurant,(415) 641-7209,4,$,94110,CA,San Francisco,2406 Bryant St,No,Yes,Yes,Street
Plow,(415) 821-7569,4,$$,94107,CA,San Francisco,1299 18th St,No,Yes,Yes,Street
The Little Chihuahua,(415) 255-8225,4,$$,94117,CA,San Francisco,292 Divisadero St,No,Yes,No,Street
Absinthe Brasserie & Bar,(415) 551-1590,4,$$$,94102,CA,San Francisco,398 Hayes St,No,Yes,Yes,"Valet, Garage, Street"
San Pancho’s Tacos,(415) 275-1520,5,$,94124,CA,San Francisco,491 Bayshore Blvd,No,Yes,No,Street
Arinell Pizza,(415) 255-1303,4,$,94110,CA,San Francisco,509 Valencia St,No,Yes,No,Street
Junior Barbecue Burger,(650) 271-2479,4_half,$,94124,CA,San Francisco,98 Napoleon St,No,Yes,Yes,Street
Limón Rotisserie,(415) 821-2134,4,$$,94110,CA,San Francisco,1001 S Van Ness Ave,No,Yes,No,Street
Temo Cafe,(415) 829-2822,4_half,$,94110,CA,San Francisco,3000 24th St,No,Yes,No,Street
Sorrel,(303) 931-2870,5,$$$,94107,CA,San Francisco,493 3rd St,No,No,No,No
SF Eagle,,4,$,94103,CA,San Francisco,398 12th St,No,No,Yes,Street
Farmhouse Kitchen Thai Cuisine,(415) 814-2920,4,$$,94110,CA,San Francisco,710 Florida St,Yes,Yes,No,Street
Jardinière,(415) 861-5555,4,$$$$,94102,CA,San Francisco,300 Grove St,No,No,No,"Valet, Garage, Street"
Eight AM,(415) 292-4888,4_half,$$,94133,CA,San Francisco,1323 Columbus Ave,No,Yes,Yes,Street
Beretta,(415) 695-1199,4,$$,94110,CA,San Francisco,1199 Valencia St,No,Yes,Yes,Street
Mela Tandoori Kitchen,(415) 447-4041,4,$$,94102,CA,San Francisco,536 Golden Gate Ave,Yes,Yes,Yes,"Garage, Street"
Atelier Crenn,(415) 440-0460,4_half,$$$$,94123,CA,San Francisco,3127 Fillmore St,No,No,No,Street
Udupi Palace,(415) 970-8000,4,$$,94110,CA,San Francisco,1007 Valencia St,Yes,Yes,No,Street
jū-ni,(415) 655-9924,4_half,$$$$,94117,CA,San Francisco,1335 Fulton Street,No,No,No,Street
Fifty / Fifty Coffee and Tea,(415) 684-8886,4_half,$,94118,CA,San Francisco,3157 Geary Blvd,No,Yes,No,Street
The Occidental Cigar Club,(415) 834-0485,4_half,$$,94104,CA,San Francisco,471 Pine St,No,No,No,Street
The Monk’s Kettle,(415) 865-9523,4,$$,94103,CA,San Francisco,3141 16th St,No,Yes,Yes,Street
Smuggler’s Cove,(415) 869-1900,4,$$,94102,CA,San Francisco,650 Gough St,No,No,No,Street
Lavash,(415) 664-5555,4,$$,94122,CA,San Francisco,511 Irving St,No,Yes,No,Street
Yoda Fountain at Lucasfilm,,4_half,,94129,CA,San Francisco,1 Letterman Dr,No,No,No,No
Home,(415) 742-0038,4_half,$,94122,CA,San Francisco,1222 Noriega  St,No,Yes,No,Street
Phat Philly,(415) 550-7428,4,$,94110,CA,San Francisco,3388 24th St,Yes,Yes,Yes,Street
El Techo,(415) 550-6970,4,$$,94110,CA,San Francisco,2518 Mission St,No,Yes,Yes,Street
The Presidio,(415) 561-5300,4_half,,94129,CA,San Francisco,San Francisco,No,No,No,Street
Tokyo Futon & Tea,(415) 863-6368,4_half,$$,94110,CA,San Francisco,924 Valencia St,No,No,No,Street
Harris’ Restaurant,(415) 673-1888,4,$$$$,94109,CA,San Francisco,2100 Van Ness Ave,No,No,No,"Valet, Street"
Fillmore Jazz Festival,,4_half,,94115,CA,San Francisco,Fillmore St,No,No,No,No
Diamond Cafe,(415) 655-3674,4_half,$,94114,CA,San Francisco,751 Diamond St,No,Yes,Yes,Street
Amélie,(415) 292-6916,4,$$,94109,CA,San Francisco,1754 Polk St,No,No,No,Street
Cafe Murano,(415) 771-0888,4,$,94115,CA,San Francisco,1777 Steiner St,No,Yes,Yes,Street
Oasis,(415) 795-3180,4,$$,94103,CA,San Francisco,298 11th St,No,No,No,Street
Wrecking Ball Coffee Roasters,,4_half,$$,94123,CA,San Francisco,2271 Union St,No,Yes,Yes,Street
Il Casaro Pizzeria & Mozzarella Bar,(415) 677-9455,4_half,$$,94133,CA,San Francisco,348 Columbus Ave,No,Yes,No,Street
Super Duper Burgers,(415) 558-8123,4,$,94114,CA,San Francisco,2304 Market St,No,Yes,Yes,Street
Juice Shop,(415) 757-0696,4_half,$$,94102,CA,San Francisco,432 Octavia St,No,Yes,Yes,Street
Filbert Steps,,4_half,,94111,CA,San Francisco,Filbert St & Sansome St,No,No,No,No
Red Door Cafe,(415) 441-1564,4,$$,94108,CA,San Francisco,1608 Bush St,No,Yes,No,Street
Universal Cafe,(415) 821-4608,4,$$,94110,CA,San Francisco,2814 19th St,No,Yes,Yes,Street
San Jalisco,(415) 648-8383,4,$$,94110,CA,San Francisco,901 S Van Ness Ave,No,Yes,No,Street
El Rio,(415) 282-3325,4,$,94110,CA,San Francisco,3158 Mission St,No,No,Yes,Street
Koo,(415) 731-7077,4,$$$,94122,CA,San Francisco,408 Irving St,No,Yes,No,Street
Vital Tea Leaf,(415) 981-2388,4_half,$$,94133,CA,San Francisco,1044 Grant Ave,No,No,No,Street
National AIDS Memorial Grove,(415) 765-0498,5,,94117,CA,San Francisco,Golden Gate Park,No,No,No,No
Iron Horse Coffee Bar,,4_half,$,94108,CA,San Francisco,25 Maiden Ln,No,Yes,Yes,Street
City of San Francisco,,4,,94103,CA,San Francisco,San Francisco,No,No,No,No
Bouche,(415) 956-0396,4,$$$,94108,CA,San Francisco,603 Bush St,No,No,No,Street
New Star Market,(415) 861-0723,4_half,$,94103,CA,San Francisco,269 14th St,No,Yes,Yes,Street
The Codmother Fish and Chips,(415) 606-9349,4_half,$,94133,CA,San Francisco,496 Beach St,No,Yes,Yes,Street
Capricorn Coffees & Teas,(415) 621-8500,4_half,$,94103,CA,San Francisco,353 10th St,No,Yes,No,Street
Pacific Cocktail Haven,(415) 744-5000,4_half,$$,94108,CA,San Francisco,580 Sutter St,No,No,No,Street
Pastel Brazzuca,(415) 800-7057,4_half,$,94103,CA,San Francisco,290 De Haro St,No,Yes,Yes,Street
Chez Maman West,(415) 355-9067,4,$$,94102,CA,San Francisco,401 Gough St,No,Yes,Yes,Street
Morty’s Delicatessen,(415) 567-3354,4,$,94102,CA,San Francisco,280 Golden Gate Ave,Yes,Yes,No,Street
Old Skool Cafe,(415) 822-8531,4_half,$$,94124,CA,San Francisco,1429 Mendell St,No,Yes,No,Street
Wish,(415) 496-9530,4,$$,94103,CA,San Francisco,1539 Folsom St,No,No,No,Street
Turner’s Kitchen,(415) 621-3505,4,$,94110,CA,San Francisco,3505 B 17th St,No,Yes,Yes,Street
Bean Bag Cafe,(415) 563-3634,4,$,94117,CA,San Francisco,601 Divisadero St,No,Yes,Yes,Street
Trestle,(415) 772-0922,4_half,$$$,94133,CA,San Francisco,531 Jackson St,No,No,No,Street
Massawa Restaurant,(415) 621-4129,4_half,$$,94133,CA,San Francisco,532 Green St,No,Yes,No,Street
Manora’s Thai Cuisine,(415) 861-6224,4,$$,94103,CA,San Francisco,1600 Folsom St,Yes,Yes,No,Street
Jannah,(415) 567-4400,4,$$,94117,CA,San Francisco,1775 Fulton St,No,Yes,Yes,"Garage, Street"
Rich Table,(415) 355-9085,4,$$$,94102,CA,San Francisco,199 Gough St,No,No,No,Street
Cordon Bleu,(415) 673-5637,4,$,94109,CA,San Francisco,1574 California St,No,Yes,No,Street
Lafayette Park,,4_half,,94109,CA,San Francisco,Gough and Sacramento Street,No,No,No,Street
Cindy’s Market,(415) 221-7403,4_half,$,94117,CA,San Francisco,2084 Hayes St,No,Yes,No,Street
Bella Trattoria,(415) 221-0305,4,$$,94118,CA,San Francisco,3854 Geary Blvd,No,No,No,Street
Spruce,(415) 931-5100,4,$$$$,94118,CA,San Francisco,3640 Sacramento St,No,Yes,No,"Valet, Street"
Elmira Rosticceria,(415) 551-7332,4,$$,94102,CA,San Francisco,154 McAllister St,No,Yes,No,Street
La Mediterranee,(415) 921-2956,4,$$,94115,CA,San Francisco,2210 Fillmore St,Yes,Yes,Yes,Street
Luisa’s Pizza And Pasta,(415) 563-4043,4,$$,94109,CA,San Francisco,1550 California St,No,Yes,Yes,Street
The Castro District,,5,,94114,CA,San Francisco,San Francisco,No,No,No,No
Split Pea Seduction,(415) 551-2223,4,$$,94103,CA,San Francisco,138 6th St,Yes,Yes,No,Street
Mac Daddy,(415) 872-6670,4_half,$$,94107,CA,San Francisco,1453 18th St,No,Yes,Yes,Street
Tony Baloney’s,(415) 863-1514,4,$,94103,CA,San Francisco,1098 Howard St,No,Yes,No,Street
Domo,(415) 861-8887,4,$$,94102,CA,San Francisco,511 Laguna St,No,Yes,Yes,Street
Bourbon & Branch,(415) 346-1735,4,$$$,94102,CA,San Francisco,501 Jones St,No,No,No,Street
Red Blossom Tea Company,(415) 395-0868,4_half,$$,94108,CA,San Francisco,831 Grant Ave,No,No,No,Street
Helmand Palace,(415) 345-0072,4,$$,94109,CA,San Francisco,2424 Van Ness Ave,Yes,Yes,No,Street
Garden for the Environment,(415) 558-8246,5,,94122,CA,San Francisco,7th Ave and Lawton St,No,No,No,Street
Art’s Cafe,(415) 665-7440,4,$,94122,CA,San Francisco,747 Irving St,No,Yes,No,Street
Sotto Mare,(415) 398-3181,4_half,$$,94133,CA,San Francisco,552 Green St,No,Yes,Yes,Street
Aina,(415) 814-3815,4_half,$$,94107,CA,San Francisco,900 22nd St,No,No,No,Street
Rx,(415) 271-0896,4_half,$$,94109,CA,San Francisco,701 Geary St,No,No,No,Street
Alexander’s Steakhouse,(415) 495-1111,4,$$$$,94107,CA,San Francisco,448 Brannan St,No,No,No,"Valet, Street"
Hole In The Wall Coffee,(415) 810-2092,4_half,$,94133,CA,San Francisco,524 Union St,No,Yes,Yes,Street
Fino Ristorante & Bar,(415) 928-2080,4,$$,94109,CA,San Francisco,624 Post St,No,No,No,Street
La Traviata,(415) 282-0500,4,$$,94110,CA,San Francisco,2854 Mission St,No,Yes,No,Street
Fable,(415) 590-2404,4,$$,94114,CA,San Francisco,558 Castro St,No,No,Yes,Street
Belmar - La Gallinita Meat Market,(415) 826-4600,4_half,$,94110,CA,San Francisco,2989 24th St,No,Yes,No,Street
The Spice Jar,(415) 829-3668,4_half,$$,94110,CA,San Francisco,2500 Bryant St,No,Yes,Yes,Street
Mission Pie,(415) 282-1500,4,$,94110,CA,San Francisco,2901 Mission St,No,Yes,No,Street
Golden Boy Pizza,(415) 982-9738,4_half,$,94133,CA,San Francisco,542 Green St,No,Yes,No,Street
